1 84  1 2
3 86  1 2
5 88  1 2
7 91  1 2
9 94  1 2
11 97  1 2
13 99  1 2
15 101  1 2
17 103  1 2
19 105  1 2
21 111  1 2
26 117  1 2
31 120  1 2
36 124  1 2
42 131  1 2
49 137  1 2
55 152  1 2
62 163  1 2
67 174  1 2
70 187  1 2
74 198  1 2
78 210  1 2
